alpha,year,country.x,dm.output,total.output,dm.share,category2,NY.GDP.PCAP.KD,RL.EST,SP.POP.TOTL
GR,2002,Greece,10,5826,1.716443529,restricted,19969.1690168933,0.7106342011,10983723
GR,2003,Greece,9,6209,1.4495087776,restricted,21227.8026464878,0.7998586184,11018324
GR,2004,Greece,11,7011,1.5689630581,restricted,22203.758691066,0.9166501748,11055729
GR,2005,Greece,14,7545,1.8555334659,restricted,22326.4864042401,0.7755234931,11092913
GR,2006,Greece,12,8600,1.3953488372,restricted,23550.4565870469,0.8586567473,11127947
GR,2007,Greece,18,9070,1.9845644983,restricted,24306.976935011,0.8397520867,11163002
GR,2008,Greece,21,9386,2.2373748136,restricted,24148.261103785,0.8364456177,11186439
GR,2009,Greece,22,9688,2.2708505367,restricted,23085.6292218772,0.6193619983,11187085
GR,2010,Greece,15,9842,1.5240804714,restricted,21893.651618456,0.6050667376,11153454
GR,2011,Greece,19,10010,1.8981018981,restricted,20007.2698183295,0.5480605148,11123213
GR,2012,Greece,24,10214,2.349716076,restricted,18743.6673237004,0.3932313618,11092771
GR,2013,Greece,18,10092,1.7835909631,restricted,18221.506036538,NA,11032328
GR,2014,Greece,18,9837,1.8298261665,restricted,NA,NA,NA
ID,1991,Indonesia,NA,NA,NA,NA,899.3589436789,NA,181786329
ID,1992,Indonesia,0,145,0,NA,947.9722621801,NA,184916848
ID,1993,Indonesia,0,203,0,NA,999.9620881784,NA,188019278
ID,1994,Indonesia,0,251,0,NA,1058.1033529944,NA,191085673
ID,1995,Indonesia,0,267,0,NA,1129.0606701909,NA,194112556
ID,1996,Indonesia,0,323,0,NA,1196.94410454,-0.3659989042,197097887
ID,1997,Indonesia,0,376,0,NA,1234.7029102396,-0.5426643161,200050444
ID,1998,Indonesia,0,359,0,NA,1057.0890512505,-0.7193297279,202990922
ID,1999,Indonesia,0,400,0,NA,1050.1598028761,-0.735249372,205946831
ID,2000,Indonesia,0,470,0,NA,1086.0508744084,-0.7511690161,208938698
ID,2001,Indonesia,0,498,0,NA,1109.5217589694,-0.8583818719,211970371
ID,2002,Indonesia,0,471,0,NA,1142.9028246067,-0.9655947277,215038285
ID,2003,Indonesia,0,482,0,NA,1180.4797085356,-0.8916786682,218145617
ID,2004,Indonesia,1,531,1.8832391714,NA,1222.229485212,-0.7688365526,221293797
ID,2005,Indonesia,0,578,0,NA,1273.4651482174,-0.8203102945,224480901
ID,2006,Indonesia,0,649,0,NA,1324.4667999257,-0.7287121566,227709821
ID,2007,Indonesia,0,663,0,NA,1388.6063613151,-0.6762373307,230972808
ID,2008,Indonesia,1,740,1.3513513514,NA,1451.558300122,-0.6595720323,234243489
ID,2009,Indonesia,0,915,0,NA,1498.0072107089,-0.5951360885,237486894
ID,2010,Indonesia,0,1035,0,NA,1570.1529027076,-0.6402983059,240676485
ID,2011,Indonesia,1,1146,0.872600349,NA,1650.5550050832,-0.6077479026,243801639
ID,2012,Indonesia,2,1352,1.4792899408,NA,1732.1812692339,-0.5971459826,246864191
ID,2013,Indonesia,2,1565,1.2779552716,NA,1810.3122968051,NA,249865631
ID,2014,Indonesia,0,1649,0,NA,NA,NA,NA
IE,1991,Ireland,NA,NA,NA,restricted,24101.0731854542,NA,3534235
IE,1992,Ireland,0,2372,0,restricted,24737.4879262257,NA,3558430
IE,1993,Ireland,0,2449,0,restricted,25276.9112602538,NA,3576261
IE,1994,Ireland,0,2665,0,restricted,26626.6405063134,NA,3590386
IE,1995,Ireland,0,2939,0,restricted,29042.6807325581,NA,3608841
IE,1996,Ireland,1,3545,0.2820874471,restricted,31431.2810861802,1.4666485649,3637510
IE,1997,Ireland,5,3569,1.4009526478,restricted,34471.545237833,1.466649,3674171
IE,1998,Ireland,3,3995,0.7509386733,restricted,37030.1777380234,1.5891132512,3712696
IE,1999,Ireland,4,3972,1.0070493454,restricted,40350.3402398874,1.589113,3754786
IE,2000,Ireland,6,4237,1.4160962945,restricted,43606.8896170459,1.5099666902,3805174
IE,2001,Ireland,3,4224,0.7102272727,restricted,45181.287407111,1.509967,3866243
IE,2002,Ireland,5,4397,1.1371389584,restricted,47020.0452718148,1.5904329895,3931947
IE,2003,Ireland,11,4548,2.4186455585,restricted,47628.3383609292,1.4841700925,3996521
IE,2004,Ireland,12,5222,2.2979701264,restricted,48906.56365802,1.5303829274,4070262
IE,2005,Ireland,7,5603,1.2493307157,restricted,50567.8122999107,1.5801555537,4159914
IE,2006,Ireland,6,6042,0.9930486594,restricted,51915.2759986177,1.6950418444,4273591
IE,2007,Ireland,10,6452,1.5499070056,restricted,52923.5044480029,1.7095720567,4398942
IE,2008,Ireland,7,7092,0.9870276368,restricted,50502.2187208365,1.6911563226,4489544
IE,2009,Ireland,6,7484,0.8017103153,restricted,46807.0653234758,1.7419175587,4535375
IE,2010,Ireland,16,8355,1.9150209455,restricted,46424.4594887763,1.7683802552,4560155
IE,2011,Ireland,7,8915,0.7851934941,restricted,47538.2274096252,1.765278674,4576794
IE,2012,Ireland,6,9004,0.666370502,restricted,47285.0061312132,1.7297383928,4586897
IE,2013,Ireland,11,9411,1.1688449687,restricted,47257.2793803152,1.7208665609,4597558
IE,2014,Ireland,14,9349,1.4974863622,restricted,NA,NA,NA
IL,1991,Israel,NA,NA,NA,prob. not allowed,13689.5106113396,NA,4949000
IL,1992,Israel,0,7197,0,prob. not allowed,13968.8043627099,NA,5123000
IL,1993,Israel,0,7738,0,prob. not allowed,14358.2596210159,NA,5261000
IL,1994,Israel,0,7775,0,prob. not allowed,14961.1080218174,NA,5399000
IL,1995,Israel,0,8328,0,prob. not allowed,17747.0358417017,NA,5545000
IL,1996,Israel,0,9374,0,prob. not allowed,18290.2078762953,1.2463200837,5692000
IL,1997,Israel,2,10022,0.1995609659,prob. not allowed,18529.7569720064,1.1232147131,5836000
IL,1998,Israel,5,10272,0.4867601246,prob. not allowed,18895.1703035944,1.0001093424,5971000
IL,1999,Israel,6,10409,0.5764242482,prob. not allowed,19095.1734582575,0.9898584255,6125000
IL,2000,Israel,4,10841,0.3689696522,prob. not allowed,20256.6927249461,0.9796075085,6289000
IL,2001,Israel,8,10672,0.7496251874,prob. not allowed,19806.7147401775,1.0218933098,6439000
IL,2002,Israel,6,11035,0.5437245129,prob. not allowed,19399.9344438534,1.064179111,6570000
IL,2003,Israel,10,11445,0.873743993,prob. not allowed,19258.0091878419,0.8878532206,6689700
IL,2004,Israel,13,11673,1.1136811445,prob. not allowed,19876.666500431,0.8695904929,6809000
IL,2005,Israel,13,11562,1.1243729459,prob. not allowed,20376.6997366445,0.8134417546,6930100
IL,2006,Israel,11,12222,0.9000163639,prob. not allowed,21176.796302296,0.8869498341,7053700
IL,2007,Israel,6,12219,0.4910385465,prob. not allowed,22107.8377416625,0.8104970895,7180100
IL,2008,Israel,16,12694,1.2604380022,prob. not allowed,22478.8332683017,0.8271376313,7308800
IL,2009,Israel,13,12719,1.0220929318,prob. allowed,22365.8488514303,0.8225908269,7485600
IL,2010,Israel,15,13194,1.1368804002,prob. allowed,23223.8630769395,0.898706567,7623600
IL,2011,Israel,23,13487,1.7053458886,prob. allowed,23754.0712787599,0.9992823196,7765800
IL,2012,Israel,23,14004,1.6423878892,prob. allowed,24018.1633749941,0.9168921775,7910500
IL,2013,Israel,20,14394,1.3894678338,prob. allowed,24340.186020356,NA,8059400
IL,2014,Israel,22,14679,1.4987396962,prob. allowed,NA,NA,NA
IN,1991,India,NA,NA,NA,prob. not allowed,399.3268859586,NA,886348712
IN,1992,India,0,12241,0,prob. not allowed,413.1093458262,NA,903749636
IN,1993,India,0,12339,0,prob. not allowed,424.5805261289,NA,921107534
IN,1994,India,0,12590,0,prob. not allowed,444.4831328004,NA,938452550
IN,1995,India,0,12679,0,prob. not allowed,469.4700613654,NA,955804355
IN,1996,India,0,15666,0,prob. not allowed,495.9143631257,0.2591849442,973147577
IN,1997,India,0,15678,0,prob. not allowed,506.9787202391,0.2743789972,990460131
IN,1998,India,0,16371,0,prob. not allowed,529.0980839824,0.2895730501,1007746556
IN,1999,India,3,16764,0.1789549034,prob. not allowed,566.1987567544,0.284624511,1025014711
IN,2000,India,3,16815,0.178412132,prob. not allowed,578.2172334436,0.2796759718,1042261758
IN,2001,India,7,17806,0.3931259126,prob. not allowed,596.2482231597,0.1219677835,1059500888
IN,2002,India,7,18925,0.3698811096,prob. not allowed,609.0393975339,-0.0357404048,1076705723
IN,2003,India,12,20830,0.5760921747,prob. not allowed,646.6535970996,0.0984761231,1093786762
IN,2004,India,21,22293,0.9419997309,prob. not allowed,687.3061599399,0.0381588989,1110626108
IN,2005,India,19,24244,0.7836990596,prob. not allowed,740.1142605892,0.1595477839,1127143548
IN,2006,India,19,27407,0.6932535484,prob. not allowed,797.2578407029,0.1851329294,1143289350
IN,2007,India,23,32053,0.7175615387,prob. not allowed,863.4626403238,0.1053115525,1159095250
IN,2008,India,22,36529,0.6022612171,prob. not allowed,885.1714167421,0.0868716942,1174662334
IN,2009,India,22,38215,0.575690174,prob. not allowed,947.7458683139,0.0234900239,1190138069
IN,2010,India,24,41485,0.5785223575,prob. not allowed,1031.5611346497,-0.0413999823,1205624648
IN,2011,India,35,45318,0.7723200494,prob. not allowed,1086.0485972701,-0.1118948545,1221156319
IN,2012,India,40,47415,0.8436148898,prob. not allowed,1123.2023338262,-0.1047110375,1236686732
IN,2013,India,68,51754,1.3139081037,prob. not allowed,1164.996268338,NA,1252139596
IN,2014,India,61,55486,1.0993764193,prob. not allowed,NA,NA,NA
IR,1991,Iran,NA,NA,NA,NA,1988.9341852452,NA,57472293
IR,1992,Iran,0,210,0,NA,2043.7857214133,NA,58307457
IR,1993,Iran,0,279,0,NA,1988.5601817007,NA,58982430
IR,1994,Iran,0,320,0,NA,1958.9819147192,NA,59663107
IR,1995,Iran,0,421,0,NA,1984.1681622586,NA,60468352
IR,1996,Iran,0,553,0,NA,2091.4215770733,-0.8461865047,61440887
IR,1997,Iran,0,677,0,NA,2124.1262648893,-0.7285961133,62542531
IR,1998,Iran,0,892,0,NA,2142.2347302741,-0.6110057218,63713397
IR,1999,Iran,0,1079,0,NA,2145.0999111653,-0.5153669096,64858754
IR,2000,Iran,0,1343,0,NA,2219.4170518708,-0.4197280974,65911052
IR,2001,Iran,0,1603,0,NA,2268.2867067599,-0.5700461903,66857624
IR,2002,Iran,0,2141,0,NA,2407.4471712335,-0.7203642832,67727274
IR,2003,Iran,0,2936,0,NA,2548.0337076168,-0.6079329333,68543171
IR,2004,Iran,0,3589,0,NA,2646.7262032222,-0.6308465387,69342126
IR,2005,Iran,2,4694,0.4260758415,NA,2737.1121175875,-0.7721853954,70152384
IR,2006,Iran,5,6153,0.8126117341,NA,2864.7783078274,-0.9017338631,70976584
IR,2007,Iran,5,8984,0.5565449688,NA,3053.1245679643,-0.9234592883,71809219
IR,2008,Iran,14,11256,1.2437810945,NA,3034.8390487098,-0.8549020395,72660887
IR,2009,Iran,15,14429,1.039573082,NA,3116.5780016185,-0.9443582748,73542954
IR,2010,Iran,22,17043,1.2908525494,NA,3259.3987232145,-0.9839989907,74462314
IR,2011,Iran,32,21662,1.477241252,NA,3314.3627720777,-0.9405430219,75424285
IR,2012,Iran,42,24269,1.7306028267,NA,3369.1177246426,-0.9005923426,76424443
IR,2013,Iran,46,25821,1.7814956818,NA,3131.7986323196,NA,77447168
IR,2014,Iran,50,26921,1.8572861335,NA,NA,NA,NA
IT,1991,Italy,NA,NA,NA,restricted,26864.8170881335,NA,56758521
IT,1992,Italy,0,19354,0,restricted,27070.5499029979,NA,56797087
IT,1993,Italy,0,20124,0,restricted,26823.2870379957,NA,56831821
IT,1994,Italy,0,21637,0,restricted,27394.6808507657,NA,56843400
IT,1995,Italy,0,23459,0,restricted,28185.0728212715,NA,56844303
IT,1996,Italy,0,27368,0,restricted,28539.7569869547,0.9821561673,56860281
IT,1997,Italy,2,28423,0.070365549,restricted,29048.3415466794,0.8692809986,56890372
IT,1998,Italy,3,29537,0.1015675255,restricted,29509.6069616656,0.7564058299,56906744
IT,1999,Italy,8,30261,0.2643666766,restricted,29965.2408634064,0.7795735498,56916317
IT,2000,Italy,14,31296,0.4473415133,restricted,31062.9287793743,0.8027412696,56942108
IT,2001,Italy,10,32433,0.3083279376,restricted,31595.8670259688,0.7520854892,56974100
IT,2002,Italy,26,33438,0.7775584664,restricted,31627.9712267363,0.7014297088,57059007
IT,2003,Italy,24,36327,0.6606656206,restricted,31535.745691754,0.661473908,57313203
IT,2004,Italy,44,37845,1.1626370723,restricted,31828.4008848285,0.5786158567,57685327
IT,2005,Italy,31,39153,0.7917656374,restricted,31973.1309081835,0.4683192721,57969484
IT,2006,Italy,37,40988,0.9027032302,restricted,32516.764301809,0.3510655843,58143979
IT,2007,Italy,35,43594,0.8028627793,restricted,32829.9291088519,0.4351668739,58438310
IT,2008,Italy,29,45720,0.634295713,restricted,32270.7720113665,0.4173151663,58826731
IT,2009,Italy,40,47622,0.8399479232,restricted,30363.2397471019,0.3509370583,59095365
IT,2010,Italy,50,49116,1.0179982083,restricted,30787.7664630476,0.3782627588,59277417
IT,2011,Italy,59,51516,1.1452752543,restricted,30915.2309466781,0.4206147173,59379449
IT,2012,Italy,70,54285,1.2894906512,restricted,30132.8746123683,0.3607524643,59539717
IT,2013,Italy,59,58647,1.0060190632,restricted,29408.8950747289,NA,59831093
IT,2014,Italy,64,59139,1.0821961819,restricted,NA,NA,NA
JP,1991,Japan,NA,NA,NA,prob. not allowed,32110.3592241024,NA,123921000
JP,1992,Japan,0,46293,0,prob. not allowed,32293.0896507801,NA,124229000
JP,1993,Japan,0,48129,0,prob. not allowed,32268.587579131,NA,124536000
JP,1994,Japan,0,51015,0,prob. not allowed,32437.7155585176,NA,124961000
JP,1995,Japan,0,53152,0,prob. not allowed,32941.7587927201,NA,125439000
JP,1996,Japan,4,63018,0.0634739281,prob. not allowed,33715.010774323,1.3182595793,125761000
JP,1997,Japan,3,64850,0.0462606014,prob. not allowed,34163.3316905444,1.3251037824,126091000
JP,1998,Japan,13,68742,0.189112915,prob. not allowed,33394.5042653898,1.3319479855,126410000
JP,1999,Japan,20,70847,0.2822984742,prob. not allowed,33264.7805766549,1.3129606497,126650000
JP,2000,Japan,30,72669,0.4128307807,prob. not allowed,33956.7461677317,1.2939733139,126870000
JP,2001,Japan,11,72262,0.1522238521,prob. not allowed,34002.6740703698,1.214932631,127149000
JP,2002,Japan,31,73505,0.4217400177,prob. not allowed,34021.9260111241,1.1358919481,127445000
JP,2003,Japan,35,75529,0.4633981649,prob. not allowed,34521.2854110893,1.1761608678,127718000
JP,2004,Japan,38,75989,0.5000723789,prob. not allowed,35324.3468168764,1.2647976224,127761000
JP,2005,Japan,50,75639,0.6610346514,prob. not allowed,35781.1662651372,1.2402698689,127773000
JP,2006,Japan,44,75742,0.580919437,prob. not allowed,36391.7490136309,1.3510188852,127756000
JP,2007,Japan,36,74354,0.4841703204,prob. not allowed,37185.2307245391,1.325846584,127770750
JP,2008,Japan,28,74547,0.3756019692,prob. not allowed,36817.1184362254,1.3192912093,127704040
JP,2009,Japan,37,73952,0.5003245348,prob. not allowed,34822.0782995634,1.2970617254,127557958
JP,2010,Japan,31,72959,0.4248961746,def. allowed,36472.7491576374,1.3257570242,127450459
JP,2011,Japan,51,74922,0.6807079363,def. allowed,36203.4300656211,1.2954337376,127817277
JP,2012,Japan,38,75602,0.5026322055,def. allowed,36912.1946197348,1.3230865508,127561489
JP,2013,Japan,39,77033,0.5062765308,def. allowed,37573.3697541791,NA,127338621
JP,2014,Japan,46,75242,0.6113606762,def. allowed,NA,NA,NA
KR,1991,South Korea,NA,NA,NA,prob. not allowed,9591.2628771022,NA,43295704
KR,1992,South Korea,0,2132,0,prob. not allowed,10039.35293264,NA,43747962
KR,1993,South Korea,0,283,0,prob. not allowed,10566.8953221176,NA,44194628
KR,1994,South Korea,0,3627,0,prob. not allowed,11378.7460895658,NA,44641540
KR,1995,South Korea,0,528,0,prob. not allowed,12270.8465202568,NA,45092991
KR,1996,South Korea,0,7224,0,prob. not allowed,13027.8989612898,0.7524948172,45524681
KR,1997,South Korea,5,8819,0.566957705,prob. not allowed,13650.578724677,0.7420512031,45953580
KR,1998,South Korea,3,10587,0.2833663927,prob. not allowed,12778.0247982644,0.7316075889,46286503
KR,1999,South Korea,3,12345,0.2430133657,prob. not allowed,14048.9671706543,0.7810008896,46616677
KR,2000,South Korea,6,13715,0.4374772147,prob. not allowed,15162.3542860167,0.8303941903,47008111
KR,2001,South Korea,12,16034,0.7484096295,prob. not allowed,15731.6197729743,0.8725969933,47357362
KR,2002,South Korea,13,17516,0.7421785796,prob. not allowed,16806.8798022886,0.9147997962,47622179
KR,2003,South Korea,22,20544,1.0708722741,prob. not allowed,17214.1435128314,0.7806298944,47859311
KR,2004,South Korea,37,24085,1.5362258667,prob. not allowed,17989.9114082991,0.9125680747,48039415
KR,2005,South Korea,62,26176,2.3685819071,prob. not allowed,18657.4611334784,0.9667598547,48138077
KR,2006,South Korea,60,28456,2.1085184144,prob. not allowed,19528.3219618009,0.8386091198,48371946
KR,2007,South Korea,18,29182,0.6168185868,prob. not allowed,20499.5813864616,1.0182418633,48597652
KR,2008,South Korea,33,33799,0.9763602473,prob. not allowed,20928.3819689074,0.8524674151,48948698
KR,2009,South Korea,38,37037,1.026001026,prob. not allowed,20976.4586937755,0.9777076339,49182038
KR,2010,South Korea,44,40681,1.0815859984,prob. not allowed,22236.0232375838,0.9900965883,49410366
KR,2011,South Korea,63,44819,1.4056538522,prob. not allowed,22883.7562107558,1.0230045899,49779440
KR,2012,South Korea,61,48797,1.250076849,prob. allowed,23303.0107763725,0.9688396724,50004441
KR,2013,South Korea,44,50942,0.8637273762,prob. allowed,23892.5311961531,NA,50219669
KR,2014,South Korea,59,53491,1.1029892879,prob. allowed,NA,NA,NA
MX,1991,Mexico,NA,NA,NA,restricted,6661.0840265585,NA,87890094
MX,1992,Mexico,0,2980,0,restricted,6759.1480243494,NA,89757916
MX,1993,Mexico,0,3337,0,restricted,6888.1705486185,NA,91653826
MX,1994,Mexico,0,3476,0,restricted,7068.2180297781,NA,93541577
MX,1995,Mexico,0,4045,0,restricted,6531.9232685239,NA,95392647
MX,1996,Mexico,0,4849,0,restricted,6786.9605720553,-0.7594736043,97201533
MX,1997,Mexico,1,5204,0.192159877,restricted,7129.9144964305,-0.6708603693,98968558
MX,1998,Mexico,2,5810,0.3442340792,restricted,7338.3355903311,-0.5822471342,100678867
MX,1999,Mexico,2,6241,0.3204614645,restricted,7413.4429075771,-0.5148636543,102316781
MX,2000,Mexico,1,6415,0.1558846454,restricted,7689.0986116281,-0.4474801744,103873607
MX,2001,Mexico,0,6777,0,restricted,7536.1619561396,-0.4005269943,105339877
MX,2002,Mexico,2,7066,0.2830455703,restricted,7448.2603159687,-0.3535738141,106723661
MX,2003,Mexico,1,7761,0.1288493751,restricted,7461.0588459164,-0.3885739671,108056312
MX,2004,Mexico,7,8377,0.8356213442,restricted,7687.2852303174,-0.3802797953,109381550
MX,2005,Mexico,3,8824,0.3399818676,restricted,7823.8254978772,-0.406518916,110731826
MX,2006,Mexico,5,9001,0.555493834,restricted,8113.6517530459,-0.4576300805,112116694
MX,2007,Mexico,2,10000,0.2,restricted,8264.916370467,-0.5371733445,113529819
MX,2008,Mexico,4,10737,0.372543541,restricted,8275.8094580455,-0.7213766039,114968039
MX,2009,Mexico,5,10912,0.4582111437,restricted,7788.2717608527,-0.6062816111,116422752
MX,2010,Mexico,10,11438,0.8742787201,restricted,8084.6290001796,-0.577743978,117886404
MX,2011,Mexico,10,12430,0.8045052293,restricted,8307.6869959244,-0.5533247296,119361233
MX,2012,Mexico,12,13308,0.9017132552,restricted,8532.3478029543,-0.5583084708,120847477
MX,2013,Mexico,13,14032,0.9264538198,restricted,8519.0016319445,NA,122332399
MX,2014,Mexico,12,14681,0.8173830121,restricted,NA,NA,NA
MY,1991,Malaysia,NA,NA,NA,prob. not allowed,3355.5713549018,NA,18709963
MY,1992,Malaysia,0,324,0,prob. not allowed,3559.5170746124,NA,19205112
MY,1993,Malaysia,0,377,0,prob. not allowed,3813.1890652444,NA,19701410
MY,1994,Malaysia,0,452,0,prob. not allowed,4060.3558306002,NA,20206546
MY,1995,Malaysia,0,558,0,prob. not allowed,4347.8159993046,NA,20725374
MY,1996,Malaysia,0,620,0,prob. not allowed,4662.4809899665,0.6069568886,21259831
MY,1997,Malaysia,0,632,0,prob. not allowed,4878.608007171,0.4820729578,21805835
MY,1998,Malaysia,0,745,0,prob. not allowed,4408.5335609024,0.3571890269,22355057
MY,1999,Malaysia,0,899,0,prob. not allowed,4568.553441004,0.3345126358,22896048
MY,2000,Malaysia,0,867,0,prob. not allowed,4861.8575912666,0.3118362448,23420751
MY,2001,Malaysia,1,964,1.0373443983,prob. not allowed,4783.8777335947,0.4040220209,23925742
MY,2002,Malaysia,2,1011,1.978239367,prob. not allowed,4940.9865346048,0.4962077971,24413795
MY,2003,Malaysia,1,1190,0.8403361345,prob. not allowed,5126.8559161186,0.570832799,24890654
MY,2004,Malaysia,1,1382,0.7235890014,prob. not allowed,5372.2340834666,0.5864040645,25365089
MY,2005,Malaysia,1,1599,0.6253908693,prob. not allowed,5553.9435820831,0.574832853,25843466
MY,2006,Malaysia,3,1877,1.5982951518,prob. not allowed,5756.3981859694,0.5293895957,26327098
MY,2007,Malaysia,2,2249,0.8892841263,prob. not allowed,6007.9104203165,0.5012849131,26813819
MY,2008,Malaysia,5,2913,1.716443529,prob. not allowed,6185.5032901221,0.3964552734,27302348
MY,2009,Malaysia,5,4341,1.1518083391,prob. not allowed,5984.9057798922,0.4878837418,27790324
MY,2010,Malaysia,7,5962,1.1741026501,prob. not allowed,6318.9479050844,0.5263307311,28275835
MY,2011,Malaysia,14,7820,1.7902813299,prob. not allowed,6535.0666451842,0.5199889683,28758968
MY,2012,Malaysia,24,8204,2.9254022428,prob. not allowed,6790.3845113489,0.5061456571,29239927
MY,2013,Malaysia,11,9279,1.1854725725,prob. not allowed,6997.6715880327,0.4759091139,29716965
MY,2014,Malaysia,15,10511,1.4270763962,prob. not allowed,NA,NA,NA
NG,1991,Nigeria,NA,NA,NA,NA,571.6511442596,NA,98085373
NG,1992,Nigeria,0,899,0,NA,559.8225774565,NA,100592242
NG,1993,Nigeria,0,799,0,NA,557.3815447814,NA,103144749
NG,1994,Nigeria,0,692,0,NA,548.5813480188,NA,105752796
NG,1995,Nigeria,0,682,0,NA,533.4169110881,NA,108424827
NG,1996,Nigeria,0,780,0,NA,546.2431225821,-1.263811829,111166210
NG,1997,Nigeria,0,811,0,NA,547.689927152,-1.2676853263,113979481
NG,1998,Nigeria,0,771,0,NA,548.6618096374,-1.2715588235,116867371
NG,1999,Nigeria,0,808,0,NA,537.6260744481,-1.1881571179,119831888
NG,2000,Nigeria,0,816,0,NA,552.1868740327,-1.1047554122,122876727
NG,2001,Nigeria,0,683,0,NA,562.2306130865,-1.2933264643,126004992
NG,2002,Nigeria,0,773,0,NA,568.9708583692,-1.4818975163,129224641
NG,2003,Nigeria,0,772,0,NA,612.1304068484,-1.5228529461,132550146
NG,2004,Nigeria,1,884,1.131222,NA,797.8757194589,-1.4320296785,135999250
NG,2005,Nigeria,0,1044,0,NA,804.1523666792,-1.3612995214,139585891
NG,2006,Nigeria,0,1184,0,NA,847.5391425661,-1.0811208335,143314909
NG,2007,Nigeria,0,1660,0,NA,881.5914286389,-1.0652075788,147187353
NG,2008,Nigeria,0,2089,0,NA,911.9575296672,-1.0595309737,151208080
NG,2009,Nigeria,0,2199,0,NA,949.0064109539,-1.1641807784,155381020
NG,2010,Nigeria,0,2399,0,NA,995.6802013954,-1.173352636,159707780
NG,2011,Nigeria,0,2255,0,NA,1015.8153456707,-1.2143006855,164192925
NG,2012,Nigeria,0,1932,0,NA,1030.1676031594,-1.1806831879,168833776
NG,2013,Nigeria,0,1897,0,NA,1055.8366109264,-1.1576594114,173615345
NG,2014,Nigeria,3,2227,1.347103727,NA,NA,NA,NA
NL,1991,Netherlands,NA,NA,NA,restricted,31502.7342233026,NA,15069798
NL,1992,Netherlands,0,13507,0,restricted,31798.8646473572,NA,15184166
NL,1993,Netherlands,0,14118,0,restricted,31975.109753467,NA,15290368
NL,1994,Netherlands,0,14833,0,restricted,32724.0205752559,NA,15382838
NL,1995,Netherlands,1,15558,0.0642756138,restricted,33577.4543282528,NA,15459006
NL,1996,Netherlands,0,17541,0,restricted,34443.2048627925,1.6502749765,15530498
NL,1997,Netherlands,1,17850,0.056022409,restricted,35645.3597775621,1.6951921336,15610650
NL,1998,Netherlands,3,18394,0.163096662,restricted,36980.9583307363,1.7401092907,15707209
NL,1999,Netherlands,7,18306,0.382388288,restricted,38400.3749265125,1.7295761836,15812088
NL,2000,Netherlands,10,18747,0.5334186803,restricted,39795.8100389531,1.7190430765,15925513
NL,2001,Netherlands,7,18720,0.3739316239,restricted,40137.9785669272,1.7054002586,16046180
NL,2002,Netherlands,10,19591,0.5104384666,restricted,39869.1956047422,1.6917574406,16148929
NL,2003,Netherlands,21,20344,1.0322453795,restricted,39787.014092585,1.7070298213,16225302
NL,2004,Netherlands,9,21310,0.422336931,restricted,40385.4176917491,1.755886937,16281779
NL,2005,Netherlands,10,22768,0.4392129304,restricted,41198.700847217,1.7469640599,16319868
NL,2006,Netherlands,18,23587,0.7631322339,restricted,42704.3759415317,1.764216871,16346101
NL,2007,Netherlands,17,24357,0.6979513076,restricted,44401.2984126372,1.7625389115,16381696
NL,2008,Netherlands,19,25789,0.736748226,restricted,45147.829395122,1.7451158468,16445593
NL,2009,Netherlands,18,27720,0.6493506494,restricted,43434.8633187896,1.8049878901,16530388
NL,2010,Netherlands,15,29916,0.501403931,restricted,43675.2416049446,1.810376433,16615394
NL,2011,Netherlands,15,31399,0.4777222205,restricted,44195.2137402571,1.8135887614,16693074
NL,2012,Netherlands,21,33748,0.6222590968,restricted,43333.7492999022,1.8414704936,16754962
NL,2013,Netherlands,27,35384,0.7630567488,restricted,42893.2419979588,NA,16804224
NL,2014,Netherlands,27,35560,0.75928009,restricted,NA,NA,NA
NO,1991,Norway,NA,NA,NA,restricted,45858.4077305232,NA,4261732
NO,1992,Norway,0,3373,0,restricted,47200.8497337085,NA,4286401
NO,1993,Norway,0,3465,0,restricted,48228.2182397254,NA,4311991
NO,1994,Norway,0,3741,0,restricted,50376.7735804024,NA,4336613
NO,1995,Norway,0,4119,0,restricted,52213.9566648975,NA,4359184
NO,1996,Norway,0,4400,0,restricted,54599.2935062334,1.8888964229,4381336
NO,1997,Norway,1,4487,0.2228660575,restricted,57232.4588267483,1.9257777638,4405157
NO,1998,Norway,2,4841,0.4131377815,restricted,58418.9886962909,1.9626591046,4431464
NO,1999,Norway,0,4831,0,restricted,59195.6943196148,1.8863884379,4461913
NO,2000,Norway,0,4806,0,restricted,60726.2525932516,1.8101177712,4490967
NO,2001,Norway,0,5147,0,restricted,61622.1392423033,1.8249142202,4513751
NO,2002,Norway,0,5117,0,restricted,62211.3226716741,1.8397106692,4538159
NO,2003,Norway,1,5297,0.1887861053,restricted,62454.1503450643,1.889858717,4564855
NO,2004,Norway,0,5829,0,restricted,64545.4301944048,1.9875124658,4591910
NO,2005,Norway,3,6343,0.4729623207,restricted,65767.0196076045,1.9071064926,4623291
NO,2006,Norway,5,7001,0.714183688,restricted,66739.1771128365,1.9574647848,4660677
NO,2007,Norway,2,7486,0.2671653754,restricted,67804.5455404404,1.9156585352,4709153
NO,2008,Norway,5,8108,0.616674889,restricted,67010.000607825,1.9573257792,4768212
NO,2009,Norway,5,8784,0.5692167577,restricted,65088.3867202594,1.8899805299,4828726
NO,2010,Norway,3,9440,0.3177966102,restricted,64589.9746599655,1.9172503901,4889252
